,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip
2388,210000,4,1,1130,7840,1,0,0,4,1130,0,1970,0,2754,14,13
2389,1184000,4,2,3200,7500,1,0,1,5,1860,1340,1948,1985,3876,35,54
2390,545000,3,1,1510,5000,1,0,0,3,1510,0,1909,2004,3561,35,48
2391,299995,3,2,1970,7500,2,0,0,3,1970,0,1988,2000,3329,1,45
2392,440000,3,1,1210,5750,1,0,0,4,1210,0,1910,0,3787,35,63
2393,699000,4,2,3280,27441,2,0,0,3,3280,0,1996,0,3899,31,32
2394,795000,3,2,2420,17859,1,0,1,5,1500,920,1979,0,3837,19,22
2395,445000,5,1,2460,6846,1,0,0,5,1340,1120,1911,1984,3688,35,51
2396,397990,3,1,1180,11862,1,0,0,4,1180,0,1948,0,365,35,70
2397,706000,3,2,1900,6400,1,0,0,5,1410,490,1942,0,3162,35,48
2398,363000,3,3,1651,1779,2,0,0,3,1341,310,2008,0,174,35,62
2399,850000,4,2,2130,11843,2,0,0,4,2130,0,1972,0,3909,23,25
2400,620000,2,1,1430,3000,1,0,0,3,1300,130,1929,0,1854,35,53
2401,1228000,4,2,5730,44947,2,0,4,3,4280,1450,1991,0,1714,33,42
2402,333000,4,2,1910,9244,1,0,0,4,1910,0,1963,0,3567,32,37
2403,743000,3,1,2110,11250,1,0,0,4,2110,0,1961,2001,4268,23,25
2404,448000,2,1,1630,3780,1,0,0,4,890,740,1940,2001,2793,35,50
2405,485000,4,2,2470,35073,2,0,0,3,2470,0,1989,0,1334,1,45
2406,489950,4,2,2640,31941,1,0,0,4,2640,0,1986,0,1244,1,45
2407,498500,5,2,2990,7420,2,0,0,3,2990,0,1996,0,3147,32,37
2408,531000,3,2,2120,9736,2,0,0,3,2120,0,1988,2000,987,5,9
2409,670000,3,2,2050,6420,1,0,3,3,1730,320,1956,2001,3539,35,55
2410,310000,5,3,1880,5000,1,0,0,3,1100,780,1997,0,3674,35,49
2411,835000,3,3,2790,12523,2,1,4,4,1600,1190,1977,0,2334,10,73
2412,1688000,4,2,3000,7500,2,0,0,3,3000,0,1937,1994,2975,35,48
2413,495000,4,2,2140,7245,2,0,0,3,2140,0,2003,0,3670,35,62
2414,495000,3,2,1769,9300,1,0,0,4,1769,0,1955,2009,3459,26,68
2415,440000,3,1,1710,6556,1,0,0,4,1200,510,1926,1993,465,35,62
2416,280000,1,0,420,6720,1,0,0,3,420,0,1922,2008,3521,35,51
2417,1070000,4,2,3270,35445,2,0,0,3,3270,0,1989,0,3604,3,5
2418,1034500,4,2,2370,10858,2,0,0,3,2370,0,2003,0,223,3,3
2419,248000,4,2,1770,5855,2,0,0,3,1770,0,2003,0,1809,21,23
2420,294000,4,2,2210,8465,1,0,0,3,1490,720,1990,2009,3405,1,45
2421,561000,3,2,1710,4140,2,0,0,3,1710,0,2004,2003,1680,16,17
2422,656500,4,2,2710,4750,1,0,0,4,1460,1250,1919,1985,3669,35,54
2423,660000,3,3,2340,2970,2,0,0,5,2160,180,1925,0,3897,35,47
2424,370000,2,1,1220,17172,1,0,0,4,1220,0,1947,1988,683,19,21
2425,349950,3,1,1060,9525,1,0,0,3,1060,0,1966,1963,1289,31,31
2426,223000,2,1,910,9869,1,0,0,3,910,0,1957,2000,345,32,36
2427,560000,4,1,1880,3880,1,0,0,4,1090,790,1944,0,2680,35,50
2428,594000,4,1,1870,5200,2,0,0,4,1200,670,1937,0,3929,35,54
2429,600000,3,2,1480,5400,2,0,0,4,1480,0,1914,1945,4069,35,59
2430,315000,3,2,1880,7000,2,0,0,3,1880,0,1993,0,356,18,19
2431,430000,4,1,1890,6000,1,0,0,4,1110,780,1947,1988,718,35,60
2432,440000,3,2,1560,7392,1,0,0,5,1030,530,1972,0,989,19,22
2433,312500,2,1,1070,1200,2,0,0,3,1070,0,1999,0,4320,35,47
2434,1240000,5,4,4410,14380,2,0,0,3,4410,0,2006,0,1177,31,31
2435,300000,3,3,1470,1235,2,0,0,3,1180,290,2008,0,3465,35,51
2436,680000,3,2,2570,3600,2,0,0,3,2570,0,2007,0,924,16,17
2437,336750,2,2,1170,1011,2,0,0,3,1170,0,2009,0,1896,16,15
2438,822500,5,3,2320,4960,2,0,0,5,1720,600,1926,0,3406,35,47
2439,589000,4,3,2440,9600,2,0,0,5,2440,0,1961,0,336,19,22
2440,863000,4,2,4120,22370,2,0,0,3,4120,0,1997,0,1065,33,42
2441,210000,2,1,1440,5680,1,0,0,4,1440,0,1978,2000,2079,10,73
2442,206135,3,1,1340,11070,1,0,0,4,1340,0,1978,2000,447,18,18
2443,1125000,6,3,3010,4360,2,0,0,3,2000,1010,2014,0,4014,35,47
2444,285000,3,1,1840,8601,1,0,0,3,920,920,1905,2014,3871,35,57
2445,230000,2,1,930,7550,1,0,0,3,930,0,1986,0,620,34,69
2446,845000,4,2,4070,115434,2,0,0,3,4070,0,2002,0,594,27,27
2447,350000,3,1,1820,9545,1,0,0,3,1230,590,1976,0,2541,20,67
2448,304000,3,1,1280,8184,1,0,0,4,1280,0,1947,1988,1149,36,67
2449,370000,2,1,900,4600,1,0,0,3,900,0,1951,1994,2559,35,56
2450,810000,3,1,1980,13503,1,0,2,4,1320,660,1952,0,2248,3,7
2451,440000,4,2,2010,7575,1,0,0,3,1220,790,1974,0,886,19,22
2452,1030000,4,2,2750,4800,2,0,0,3,1960,790,1905,2005,3554,35,47
2453,775000,4,2,3140,10875,1,0,1,3,1940,1200,1939,1969,2900,35,74
2454,1335000,5,2,4200,5800,2,0,0,4,2910,1290,1906,1990,80,35,53
2455,235000,3,1,1900,8540,1,0,0,3,950,950,1980,0,618,34,69
2456,499950,3,1,1830,3000,1,0,0,3,1430,400,1926,2003,3618,35,47
2457,622500,5,2,3320,23760,2,0,0,4,2190,1130,1975,0,895,42,41
2458,300000,4,2,2700,10814,1,0,0,4,1560,1140,1966,0,477,18,18
2459,205000,3,1,1290,6566,1,0,0,5,1290,0,1976,0,2750,14,13
2460,435000,3,1,1500,8173,1,0,0,3,1500,0,1997,0,4158,19,22
2461,697000,4,2,3650,48351,1,0,0,4,3650,0,1978,2000,1465,42,44
2462,153000,3,1,1270,6405,1,0,0,3,1270,0,1944,0,403,35,71
2463,454000,4,2,2630,39000,2,0,0,3,2630,0,1979,2014,875,18,26
2464,345000,2,1,1800,26615,1,0,0,5,1240,560,1987,0,2745,1,45
2465,585000,3,1,1870,2807,1,0,0,4,1580,290,1927,0,242,35,50
2466,380000,4,2,2540,6365,2,0,0,3,1870,670,2000,0,1737,32,33
2467,250600,4,2,1930,8660,1,0,0,3,1120,810,1981,2013,1666,1,0
2468,890000,4,2,2770,13500,2,0,0,3,2770,0,1974,0,3733,23,25
2469,370000,4,2,2220,5338,2,0,0,3,2220,0,2001,0,3411,32,37
2470,369500,3,1,1650,9957,1,0,0,4,1100,550,1961,2001,773,35,60
2471,883000,4,2,3670,54450,2,0,0,3,3670,0,1999,0,485,33,42
2472,950000,4,2,3770,35081,2,0,0,3,3770,0,1989,0,96,31,32
2473,615000,3,1,2350,20820,1,0,0,4,1800,550,1978,2000,3781,33,42
2474,305000,3,1,1210,5240,1,0,0,4,610,600,1983,0,3497,35,49
2475,590000,4,2,2010,7972,2,0,0,4,2010,0,1989,0,2775,16,17
2476,485000,3,2,1580,6065,2,0,0,3,1580,0,1985,0,2023,16,17
2477,215000,2,1,710,7200,1,0,0,3,710,0,1943,2002,3794,35,71
2478,430000,3,2,1910,5040,1,0,0,3,1910,0,1971,0,2044,33,42
2479,324900,4,2,1880,7965,2,0,0,3,1880,0,2000,0,1814,21,23
2480,849900,2,2,2280,641203,2,0,0,3,2280,0,1990,2009,4309,41,40
2481,975000,5,2,3100,10014,1,0,2,4,1660,1440,1973,0,4313,23,25
2482,910000,5,2,2350,4000,2,0,0,3,2350,0,1993,0,2388,35,53
2483,459950,3,1,1850,6869,1,0,2,5,1100,750,1919,1934,1858,6,68
2484,325000,3,2,2070,8337,2,0,0,3,2070,0,1997,0,2255,18,18
2485,513000,4,2,2020,7070,1,0,0,5,1010,1010,1958,0,4281,35,61
2486,475000,3,2,1580,12177,1,0,0,3,1200,380,1981,2013,1834,33,42
2487,419000,4,2,2690,7947,2,0,0,3,2690,0,1993,0,807,32,36
2488,760000,4,2,2420,10285,1,0,4,3,1700,720,1958,2004,602,6,65
2489,1120000,5,1,2540,6660,2,0,3,4,2340,200,1954,1979,4381,35,63
2490,129000,2,1,1150,30184,1,0,0,3,1150,0,1950,2005,1261,32,33
2491,725000,5,2,3210,12000,1,0,0,4,1830,1380,1968,0,874,3,6
2492,580000,3,2,2040,4627,2,0,0,3,2040,0,1992,0,1331,31,31
2493,385000,3,2,1920,4833,1,0,0,4,1060,860,1921,0,138,35,62
2494,265000,4,1,1900,10588,1,0,0,5,1900,0,1958,0,640,1,1
2495,1735000,3,2,4310,32093,1,0,4,5,2510,1800,1982,0,1448,36,70
2496,330000,3,2,1070,1155,2,0,0,3,720,350,2005,0,3258,35,55
2497,665000,4,2,2790,43091,2,0,0,4,2790,0,1989,0,1675,42,44
2498,799000,3,2,2860,4442,2,0,0,3,2860,0,2000,0,3205,35,74
2499,589000,3,2,2250,8800,1,0,0,4,1250,1000,1925,1968,2770,35,55
2500,1695000,2,2,3170,3000,2,0,2,5,1990,1180,1900,0,2562,35,52
2501,538000,3,1,1460,7200,1,0,0,3,1260,200,1906,2014,4016,35,47
2502,530100,3,1,1540,3399,1,0,0,3,1200,340,1926,2003,488,35,56
2503,718500,3,2,2910,6600,2,0,0,4,1920,990,1900,1988,2997,35,57
2504,299000,3,1,1180,13927,1,0,0,5,1180,0,1962,0,1454,32,37
2505,556000,3,1,1640,7437,1,0,0,3,1090,550,1948,1994,3976,35,61
2506,171000,4,2,1520,19672,1,0,0,3,1020,500,1920,1979,968,40,72
2507,540000,5,3,3610,9775,2,0,0,3,3610,0,2003,0,2104,21,23
2508,250000,3,2,1400,3814,2,0,0,3,1400,0,2012,1912,1588,9,26
2509,795000,4,3,3200,3250,2,0,0,3,2670,530,2007,0,2123,16,17
2510,575000,3,3,1384,1287,2,0,0,3,1144,240,2006,0,285,35,46
2511,379500,3,2,1410,1287,2,0,0,3,1290,120,2005,0,1718,16,15
2512,385000,4,2,2050,5276,2,0,0,3,2050,0,2006,0,3403,32,37
2513,415500,4,2,1750,4779,2,0,0,3,1750,0,2009,0,4017,17,16
2514,397500,3,2,1510,6710,1,0,0,3,1070,440,1972,2002,4308,19,22
2515,530000,3,2,1930,7214,2,0,0,3,1930,0,2005,0,1514,35,60
2516,883000,4,2,2960,41656,2,0,0,3,2960,0,1985,0,872,42,41
2517,850000,5,2,2920,11880,1,0,0,5,1660,1260,1968,0,953,16,15
2518,496752,2,1,1980,5000,1,0,0,4,1090,890,1923,0,1525,35,64
2519,330000,3,1,1430,8865,1,0,0,3,1430,0,1950,2005,2311,35,60
2520,735000,4,2,2450,4187,2,0,2,3,2450,0,2010,0,1342,16,17
2521,525000,4,2,2360,4924,2,0,0,3,2360,0,2008,0,1625,17,16
2522,269950,3,2,1890,4838,2,0,0,3,1730,160,2002,0,3146,40,69
2523,650000,3,1,2140,9484,1,0,0,3,1290,850,1953,0,803,3,3
2524,520500,3,2,1900,8100,1,0,0,4,950,950,1940,2001,4122,35,54
2525,652500,4,2,2700,9122,2,0,0,3,2700,0,1990,2009,2213,16,17
2526,506000,5,3,2430,8000,1,0,0,4,1370,1060,1957,2001,1184,3,7
2527,416000,3,1,1110,12150,1,0,0,4,1110,0,1957,2001,3822,3,7
2528,500000,4,2,2280,15347,1,0,0,5,2280,0,1960,0,4223,25,37
2529,460000,3,1,1550,4708,1,0,0,4,860,690,1949,1985,3693,35,54
2530,371025,3,2,1530,8925,1,0,0,3,1530,0,1977,2004,135,5,9
2531,576000,4,2,2440,28405,2,0,0,3,2440,0,2002,0,993,17,16
2532,353500,4,2,1760,9602,2,0,0,3,1760,0,1987,2000,755,32,36
2533,1735000,4,2,3040,5000,2,0,3,4,2080,960,1926,1993,2974,35,48
2534,183000,3,1,1070,8100,1,0,0,4,1070,0,1957,2001,3801,1,1
2535,763101,3,1,1990,5560,1,0,0,4,1100,890,1939,1989,3332,35,48
2536,460000,2,1,1090,4000,1,0,0,3,970,120,1951,1994,2273,35,55
2537,825000,4,1,1890,6938,1,0,0,3,1890,0,1919,2001,1018,35,55
2538,265000,3,1,1000,9150,1,0,0,3,1000,0,1969,2010,1140,32,37
2539,295000,3,1,1770,8235,1,0,0,3,1030,740,1960,2012,3262,6,66
2540,418000,4,3,2360,6250,1,0,2,3,1460,900,1960,2012,4395,35,57
2541,554000,3,3,3380,108900,2,0,0,3,2700,680,1999,0,1510,32,36
2542,534500,3,2,1700,3150,2,0,0,3,1700,0,2005,0,2118,16,17
2543,690000,2,1,1600,4000,1,0,0,5,850,750,1918,0,2137,35,53
2544,530000,4,2,2050,6360,2,0,0,3,2050,0,1988,2000,2091,16,17
2545,357186,2,1,1210,1040,2,0,0,3,1210,0,2014,0,2150,16,17
2546,300000,5,3,1940,6355,1,0,0,3,1200,740,2007,0,359,35,69
2547,304000,4,2,1810,8750,1,0,0,2,1110,700,1967,0,585,32,36
2548,385000,4,1,1690,4080,1,0,0,4,870,820,1984,0,2768,35,64
2549,415000,4,2,1800,2970,1,0,0,4,1000,800,1923,0,3911,35,54
2550,963000,4,3,3280,6603,2,0,0,3,3280,0,2007,0,1113,3,5
2551,792500,4,2,4290,175421,2,0,0,3,4290,0,2004,2003,2295,30,30
2552,309212,3,1,1150,9600,1,0,0,3,1150,0,1979,2014,3133,27,27
2553,235000,2,1,880,1805,2,0,0,3,880,0,1999,0,137,35,62
2554,667000,3,1,1720,8100,2,0,0,3,1720,0,1907,1983,2672,35,50
2555,470000,3,1,1510,8000,1,0,0,4,1510,0,1956,0,2188,3,6
2556,375000,4,2,1240,3000,1,0,0,3,1040,200,1908,1988,3506,35,59
2557,410000,4,2,1580,9581,1,0,0,3,1580,0,1953,0,75,19,21
2558,566000,4,2,2170,7737,2,0,0,3,2170,0,1987,2000,1953,33,42
2559,680000,4,2,2500,4950,2,0,0,3,2500,0,2010,0,207,31,32
2560,332000,1,1,960,2640,1,0,0,3,760,200,1908,1988,2456,35,53
2561,902000,4,2,3030,8507,2,0,0,3,3030,0,2003,0,3774,19,21
2562,500000,3,1,1540,10800,1,0,0,5,770,770,1947,0,2912,23,25
2563,445000,3,1,1890,32340,1,0,3,3,1890,0,1976,0,1759,41,40
2564,825000,4,2,2810,9800,1,0,0,4,1710,1100,1973,0,858,3,5
2565,1095000,4,4,3530,8400,2,0,0,5,2630,900,1958,0,2048,35,74
2566,277000,3,1,1100,8536,1,0,0,4,1100,0,1957,2001,4351,35,57
2567,545000,3,2,1940,9775,1,0,2,3,1440,500,1975,0,576,19,22
2568,435000,3,2,2300,9521,2,0,0,3,2300,0,2003,0,1111,11,11
2569,638000,3,2,2110,3600,2,0,0,3,2110,0,2005,0,3716,31,31
2570,418000,4,1,1220,10580,1,0,0,3,1220,0,1965,1993,442,3,7
2571,499000,3,1,1750,12325,1,0,0,4,1470,280,1968,0,1203,31,31
2572,150000,3,1,1230,8056,1,0,0,4,1230,0,1949,1985,863,6,69
2573,759950,3,2,3100,23790,2,0,0,3,3100,0,2002,0,1956,33,43
2574,427000,3,2,1830,65340,1,0,0,3,1520,310,1991,0,3199,27,27
2575,632500,5,2,2640,7096,2,0,0,3,2640,0,2003,0,4264,31,32
2576,660000,6,1,1840,2774,1,0,0,3,1060,780,1900,2005,1830,35,59
2577,862000,4,2,3190,14565,2,0,0,3,3190,0,1990,2009,561,42,44
2578,524000,2,1,1120,2000,1,0,0,3,1120,0,1910,2006,1086,35,52
2579,470000,3,1,1760,6723,1,0,0,3,1160,600,1958,2004,3538,35,57
2580,385000,3,2,1590,9912,2,0,0,3,1590,0,2000,0,3945,41,40
2581,575000,4,2,2120,9603,2,0,0,3,2120,0,1985,0,3269,16,15
2582,220000,4,2,2240,9826,1,0,0,4,1370,870,1988,0,2031,14,13
2583,460000,2,1,890,2100,1,0,0,4,760,130,1919,1985,3012,35,50
2584,1712500,3,3,2940,5432,3,0,3,4,2440,500,1978,2000,956,35,52
2585,175000,3,1,1220,7300,1,0,0,3,1220,0,1973,2013,3171,1,0
2586,465000,3,2,2670,7500,1,0,0,4,1640,1030,1966,0,1072,6,68
2587,552000,3,1,1120,2300,1,0,0,4,820,300,1912,1989,3785,35,56
2588,565000,4,2,3130,139392,2,0,0,4,3130,0,1981,0,2366,18,18
2589,518000,4,2,1740,7500,1,0,0,4,1220,520,1976,1992,101,31,31
2590,899950,4,3,3290,5414,2,0,1,3,2360,930,2006,0,348,19,22
2591,373000,3,1,1770,5720,1,0,0,4,1140,630,1926,1993,3445,35,61
2592,385000,4,2,2960,5054,2,0,0,3,2960,0,2006,0,2301,21,23
2593,245000,2,1,1200,4880,1,0,0,3,980,220,1943,2002,4132,35,49
2594,375000,4,2,2400,6000,2,0,0,3,2400,0,1913,1945,4374,5,9
2595,699850,4,3,2690,6164,2,0,0,3,2690,0,2002,0,36,33,43
2596,450000,6,2,3550,11780,1,0,0,4,2960,590,1948,0,582,35,60
2597,455000,2,1,1310,12196,1,0,0,3,1310,0,1970,2014,1165,31,31
2598,650000,4,2,2610,4160,3,0,0,5,1910,700,1910,0,369,35,47
2599,378000,5,2,2760,8015,1,0,0,4,1600,1160,1960,2001,689,35,60
2600,220000,3,2,1410,7998,1,0,0,4,1410,0,1940,2001,384,40,71
2601,285500,4,1,1960,7950,1,0,0,4,1960,0,1967,0,2682,14,13
2602,340000,3,2,1212,1174,3,0,0,3,1212,0,2004,2003,354,35,60
2603,921000,4,1,2220,9496,1,0,0,4,1490,730,1954,1979,857,3,3
2604,375000,4,2,2040,109336,1,0,0,4,2040,0,1973,0,1682,21,23
2605,999000,4,2,2800,19168,2,0,0,3,2800,0,1992,0,1636,33,43
2606,335000,3,1,2040,6000,1,0,0,3,1340,700,1957,2000,4246,35,57
2607,1920000,4,2,3070,34412,1,0,3,4,2070,1000,1950,1983,2684,22,24
2608,385000,2,1,830,26329,1,1,3,4,830,0,1928,0,3856,41,40
2609,850000,4,3,4140,7089,2,0,0,3,3160,980,2003,0,360,19,22
2610,429000,5,2,2340,4500,2,0,0,3,2340,0,2009,0,3453,32,37
2611,523950,3,2,1420,1282,3,0,0,3,1420,0,2006,0,2942,35,47
2612,798800,3,2,2670,3738,1,0,0,3,1720,950,2013,1923,32,32,34
2613,284000,3,2,1880,6008,2,0,0,3,1880,0,2009,0,2481,18,26
2614,852880,4,3,3450,6184,2,0,0,3,3450,0,2014,0,393,33,42
2615,320000,3,2,1200,1400,3,0,0,3,1200,0,2005,0,109,35,62
2616,749995,4,3,3430,9870,2,0,0,3,3430,0,2014,0,1683,5,9
2617,468500,3,2,1350,1186,2,0,0,3,1120,230,2007,0,3742,35,56
2618,492500,5,2,2570,9962,2,0,0,3,2570,0,2006,0,826,11,11
2619,685000,4,3,2840,4637,3,0,0,3,2840,0,2008,0,3500,35,60
2620,542525,4,2,2650,5600,2,0,0,3,2650,0,2014,0,717,32,37
2621,435000,3,2,1980,2674,3,0,0,3,1980,0,2007,0,3498,35,63
2622,242000,3,1,1280,7524,1,0,0,4,1280,0,1988,0,309,18,19
2623,325000,4,2,2610,7091,2,0,0,3,2610,0,1987,2000,2747,14,13
2624,837700,5,2,3010,12611,2,0,0,3,3010,0,1994,0,168,31,31
2625,210000,1,1,930,7129,1,0,0,3,930,0,1948,1994,1761,35,62
2626,187500,3,1,1180,7000,1,0,0,4,1180,0,1977,0,2762,14,13
2627,560000,5,1,1710,9100,1,0,0,4,1320,390,1926,1993,3841,35,61
2628,272000,3,2,1380,7476,1,0,0,3,1380,0,1989,0,3365,1,0
2629,235000,3,1,1190,7280,1,0,0,4,1190,0,1968,0,275,1,45
2630,259000,3,2,1870,5909,1,0,0,3,1270,600,1986,0,382,18,18
2631,866059,5,3,3130,4797,2,0,0,3,2570,560,2014,0,1084,3,5
2632,473000,2,1,900,5100,1,0,0,4,900,0,1909,1989,3796,35,56
2633,405000,3,1,1880,7400,1,0,0,3,1480,400,1968,1997,3504,20,67
2634,870000,4,4,3010,4887,2,0,3,4,1940,1070,1951,1996,4191,35,54
2635,475000,3,2,2280,5750,1,0,1,4,1150,1130,1985,0,3196,35,55
2636,499500,3,2,2970,21907,2,0,0,3,2970,0,1998,2006,844,32,37
2637,386000,2,2,1620,3196,2,0,0,3,1620,0,2008,0,4280,38,38
2638,458000,4,1,1550,3000,1,0,0,3,1350,200,1918,0,3185,35,48
2639,550000,3,1,2240,78225,2,0,0,5,2240,0,1976,0,1060,41,40
2640,605500,3,2,2830,6536,2,0,0,3,2830,0,1989,0,536,42,41
2641,421000,3,2,2890,21780,2,0,0,3,2890,0,2000,0,2911,34,72
2642,536000,4,2,1990,5948,2,0,0,3,1990,0,1991,0,3006,16,17
2643,247200,3,1,1370,8719,1,0,0,3,1370,0,1982,0,2256,9,26
2644,250000,2,1,1088,1360,2,0,0,3,1088,0,1983,2009,4346,19,22
2645,204950,4,1,1740,9344,1,0,0,3,1180,560,1978,0,3401,14,13
2646,430000,3,2,1730,9000,1,0,0,3,1370,360,1978,0,4370,16,15
2647,250000,4,2,1800,8100,2,0,0,3,1800,0,1998,2006,1841,21,23
2648,260000,3,1,1440,12888,1,0,2,3,1090,350,1958,2004,918,40,69
2649,547000,4,1,1720,2800,1,0,0,4,1200,520,1926,1993,3642,35,54
2650,379900,5,3,2800,7350,2,0,0,3,2800,0,1995,0,4135,35,49
2651,738500,3,2,2300,6009,1,0,0,3,2300,0,2005,0,438,31,32
2652,545000,4,2,2030,11585,1,0,0,4,1590,440,1967,0,1064,31,31
2653,342000,2,1,740,6180,1,0,0,3,740,0,1948,1994,3335,35,57
2654,4668000,5,6,9640,13068,1,1,4,3,4820,4820,1983,2009,3384,23,25
2655,170000,4,1,1920,13787,1,0,0,4,1220,700,1966,0,1280,34,72
2656,616000,4,2,2490,12929,2,0,0,3,2490,0,1983,2009,2032,33,42
2657,640000,3,2,1380,4800,1,0,0,3,1380,0,1948,1994,2773,35,58
2658,332000,3,2,1530,9406,1,0,0,3,1270,260,1993,0,3111,32,37
2659,1010000,3,3,2420,1923,2,0,2,3,1840,580,2006,0,1637,35,52
2660,380000,4,2,2150,37647,2,0,0,3,2150,0,1991,0,1585,18,26
2661,415000,4,2,1610,9600,1,0,0,5,1610,0,1967,0,3986,25,34
2662,1008000,4,3,2650,3060,2,0,0,3,2060,590,2001,0,1767,35,47
2663,669000,4,2,2700,35362,2,0,0,5,2700,0,1976,0,1428,42,44
2664,260000,3,1,1270,20700,1,0,0,2,1150,120,1948,0,2536,20,67
2665,854000,4,2,3150,38865,1,0,0,3,2480,670,1986,0,854,31,31
2666,605000,3,2,2010,10760,2,0,0,3,2010,0,1985,0,815,31,31
2667,320000,3,1,860,5060,1,0,0,3,860,0,1927,2011,136,35,62
2668,229950,3,2,1410,7466,1,0,0,3,1410,0,1983,2009,906,32,36
2669,255000,3,1,1700,7532,1,0,0,3,1700,0,1987,2000,2344,18,18
2670,1170000,4,2,2570,6251,2,0,0,3,2570,0,2000,0,1535,3,3
2671,479000,2,2,1230,932,2,0,0,3,1020,210,2004,2003,141,35,53
2672,1200000,4,3,4170,9748,2,0,0,3,4170,0,2004,2003,4100,25,37
2673,472000,3,2,1180,1262,3,0,0,3,1180,0,2010,0,1691,35,58
2674,198000,3,1,1430,7347,1,0,0,3,820,610,1980,0,2320,14,13
2675,440000,4,2,1450,8400,1,0,0,4,1450,0,1962,0,806,19,22
2676,506000,3,1,2180,7700,1,0,0,3,1480,700,1961,2004,1382,36,70
2677,382500,4,2,2210,7079,2,0,0,3,2210,0,1993,0,377,18,19
2678,269500,2,1,1480,7276,1,0,0,4,940,540,1978,2000,3754,32,34
2679,560000,3,2,2340,3477,1,0,1,5,1170,1170,1971,0,3431,35,57
2680,840000,4,3,3860,18334,2,0,0,3,3120,740,1996,0,478,42,44
2681,479500,3,2,2300,4637,2,0,0,3,2300,0,2008,0,2803,38,38
2682,402000,3,1,1450,7375,1,0,0,3,1010,440,1968,1997,704,19,22
2683,549000,2,2,1380,953,3,0,0,3,1380,0,2006,0,3371,35,47
2684,449950,4,2,2470,3811,2,0,0,3,2470,0,1999,0,3834,38,38
2685,493000,4,1,2030,18295,1,0,0,4,2030,0,1975,0,419,19,22
2686,142500,4,0,1440,13300,1,0,0,3,1440,0,1948,1994,1727,6,68
2687,250000,3,1,1160,6134,1,0,0,3,1160,0,1998,2006,2940,1,1
2688,729000,3,1,1580,3840,2,0,0,3,1580,0,1908,1988,259,35,46
2689,465000,2,2,1430,1425,2,0,0,3,995,435,2006,0,1865,35,53
2690,465000,2,2,1494,19271,2,1,4,3,1494,0,1943,1997,546,41,40
2691,280000,4,2,1930,7207,1,0,0,4,1360,570,1988,0,2129,18,18
2692,675000,6,1,2740,6360,1,0,3,3,1370,1370,1953,0,172,35,65
2693,667500,3,2,1880,3800,1,0,0,5,1030,850,1927,0,3926,35,54
2694,809000,3,2,2590,7720,2,0,0,3,2590,0,1988,2000,901,3,6
2695,400000,3,2,2140,11266,2,0,0,3,2140,0,1986,0,2372,11,11
2696,310000,4,2,1870,6000,1,0,0,3,1870,0,1956,2001,367,35,60
2697,435000,2,1,1230,3800,1,0,0,3,1230,0,1928,1954,2724,35,54
2698,465950,4,2,2340,6896,2,0,0,3,2340,0,2001,0,3288,32,37
2699,1538000,3,2,2880,7599,1,0,2,3,1710,1170,1958,2002,1397,19,21
2700,253000,3,1,880,6600,1,0,0,5,880,0,1945,0,312,35,71
2701,330000,3,2,3040,7232,2,0,0,3,3040,0,2003,0,2480,1,45
2702,554000,4,1,1120,7104,1,0,0,3,1120,0,1946,0,444,35,70
2703,350000,3,2,1380,3600,3,0,0,3,1380,0,2013,1923,3586,35,59
2704,294999,4,2,1660,9760,2,0,0,3,1660,0,1994,0,298,18,18
2705,1185001,3,2,2500,5568,2,0,0,5,2500,0,1905,0,3842,35,53
2706,752000,4,2,2940,10382,2,0,0,4,2940,0,1991,0,832,25,37
2707,451000,4,2,1670,3315,2,0,0,3,1670,0,2005,0,1945,16,17
2708,725000,4,2,2630,7505,2,0,0,3,2630,0,1994,0,664,31,31
2709,345000,4,2,2250,7412,1,0,0,4,1480,770,1975,0,1074,32,36
2710,206000,3,1,1320,7000,1,0,0,4,1320,0,1967,0,1406,1,1
2711,2027000,4,3,4100,22798,1,0,3,5,2540,1560,1934,1979,3240,23,25
2712,2475000,3,3,4340,4947,2,0,3,3,3060,1280,1993,0,3558,35,50
2713,1728000,4,3,3700,20570,1,0,0,4,1850,1850,1976,1992,425,3,3
2714,580000,5,2,2700,10875,1,0,0,4,1540,1160,1962,0,3635,3,6
2715,430000,3,1,980,7200,1,0,0,4,980,0,1950,1983,2858,35,55
2716,720000,4,2,2650,11520,2,0,0,3,2110,540,1988,2000,310,19,21
2717,824000,7,4,3670,4000,2,0,1,3,2800,870,1964,2000,1971,35,74
2718,936000,3,1,2960,12420,1,0,2,4,1480,1480,1952,0,2690,35,55
2719,535000,4,2,3070,7201,2,0,0,3,3070,0,2006,0,3468,32,37
2720,286800,3,2,1413,3600,2,0,0,3,1413,0,2011,0,1643,18,19
2721,350000,2,2,1260,1347,3,0,0,3,1260,0,2005,0,4344,35,47
2722,345000,3,2,1680,2229,2,0,0,3,1680,0,2007,0,3619,36,67
2723,435000,3,2,1230,1238,2,0,0,3,1080,150,2009,0,2804,35,74
2724,1555000,3,3,4360,6240,2,0,3,3,2960,1400,2008,0,3759,35,47
2725,1325000,4,4,4420,16526,2,0,0,3,4420,0,2013,1923,4408,33,43
